registro,id,duracion_estadia,genero,edad,ninos,codigo_destino,tipo_acomodacion
"""Registro 1868""",1014087,2,F,31,<NA>,AR,Hotel
"""Registro 1869""",1009727,6,M,43,1,COL,Hotel
"""Registro 1870""",1012241,2,F,42,1,IT,Hotel
"""Registro 1871""",1005242,7,M,41,0,US,AirBnB
"""Registro 1872""",1002328,6,F,34,0,IT,AirBnB
"""Registro 1873""",1010780,5,M,33,0,US,Hotel
"""Registro 1874""",1003389,4,F,36,1,AR,Hotel
"""Registro 1875""",1012447,6,F,39,1,UK,Hotel
"""Registro 1876""",1002973,6,F,37,0,NL,AirBnB
"""Registro 1877""",1001199,4,F,38,0,COL,AirBnB
"""Registro 1878""",1001859,4,F,32,1,PE,Hotel
"""Registro 1879""",1005667,5,M,<NA>,0,PE,AirBnB
"""Registro 1880""",1012966,3,F,39,1,AR,Hotel
"""Registro 1881""",1000350,2,F,37,1,UK,AirBnB
"""Registro 1882""",1011805,4,F,47,<NA>,<NA>,Hotel
"""Registro 1883""",1013345,3,F,43,1,<NA>,AirBnB
"""Registro 1884""",1009888,3,F,37,1,IT,Hotel
"""Registro 1885""",1003609,4,M,39,1,US,AirBnB
"""Registro 1886""",1008061,2,M,<NA>,<NA>,ES,Hotel
"""Registro 1887""",1013025,4,F,42,0,US,Hotel
"""Registro 1888""",1003177,4,M,33,0,PE,Hotel
"""Registro 1889""",1004716,1,F,44,1,IT,Hotel
"""Registro 1890""",1006976,4,F,46,0,COL,Hotel
"""Registro 1891""",1008540,3,F,39,0,US,AirBnB
"""Registro 1892""",1002687,7,M,40,1,IT,AirBnB
"""Registro 1893""",1004629,5,F,37,1,AR,Hotel
"""Registro 1894""",1009813,6,M,37,1,AR,AirBnB
"""Registro 1895""",1006523,4,F,43,<NA>,PE,Hotel
"""Registro 1896""",1007998,8,M,39,1,UK,AirBnB
"""Registro 1897""",1010977,4,F,46,0,COL,Hotel
"""Registro 1898""",1002459,4,F,49,0,<NA>,Hotel
"""Registro 1899""",1001363,2,M,39,0,US,Hotel
"""Registro 1900""",1000401,4,F,45,<NA>,IT,AirBnB
"""Registro 1901""",1009586,2,F,42,<NA>,PE,Hotel
"""Registro 1902""",1009065,3,F,46,0,UK,Hotel
"""Registro 1903""",1002209,8,F,45,1,UK,AirBnB
"""Registro 1904""",1004152,6,M,38,1,NL,AirBnB
"""Registro 1905""",1000020,5,F,47,1,US,Hotel
"""Registro 1906""",1008154,4,M,36,0,<NA>,Hotel
"""Registro 1907""",1004737,4,M,43,<NA>,IT,Hotel
"""Registro 1908""",1002924,1,F,33,1,ES,Hotel
"""Registro 1909""",1002996,3,M,36,0,US,Hotel
"""Registro 1910""",1001668,1,F,37,1,COL,Hotel
"""Registro 1911""",1008487,4,M,43,0,<NA>,AirBnB
"""Registro 1912""",1004399,1,M,34,0,NL,Hotel
"""Registro 1913""",1001701,7,F,36,1,PE,Hotel
"""Registro 1914""",1010207,2,F,55,0,COL,Hotel
"""Registro 1915""",1011065,4,M,40,<NA>,UK,AirBnB
"""Registro 1916""",1008849,4,M,37,1,IT,AirBnB
"""Registro 1917""",1000202,4,F,46,1,IT,AirBnB
"""Registro 1918""",1006166,1,M,49,1,AR,Hotel
"""Registro 1919""",1007872,5,M,41,0,<NA>,AirBnB
"""Registro 1920""",1000316,8,F,34,1,ES,Hotel
"""Registro 1921""",1000386,5,F,40,0,AR,Hotel
"""Registro 1922""",1004640,5,M,39,0,COL,Hotel
"""Registro 1923""",1003130,5,F,40,<NA>,AR,Hotel
"""Registro 1924""",1009711,5,M,38,0,AR,Hotel
"""Registro 1925""",1008621,5,M,<NA>,1,ES,AirBnB
"""Registro 1926""",1012599,4,F,41,0,COL,Hotel
"""Registro 1927""",1003408,4,M,41,0,AR,Hotel
"""Registro 1928""",1000240,3,F,45,1,US,AirBnB
"""Registro 1929""",1011242,2,F,37,1,AR,Hotel
"""Registro 1930""",1000640,3,M,40,0,NL,Hotel
"""Registro 1931""",1012778,3,F,32,0,AR,Hotel
"""Registro 1932""",1011967,2,F,42,0,US,Hotel
"""Registro 1933""",1001357,5,F,36,1,PE,Hotel
"""Registro 1934""",1001457,5,F,<NA>,0,<NA>,Hotel
"""Registro 1935""",1005361,4,F,36,1,UK,Hotel
"""Registro 1936""",1002337,3,F,42,1,PE,AirBnB
"""Registro 1937""",1006436,3,M,50,0,UK,AirBnB
"""Registro 1938""",1012588,4,M,42,<NA>,<NA>,AirBnB
"""Registro 1939""",1000128,4,F,45,1,COL,AirBnB
"""Registro 1940""",1014041,5,F,<NA>,0,IT,Hotel
"""Registro 1941""",1012254,2,F,43,1,UK,AirBnB
"""Registro 1942""",1011605,4,F,45,<NA>,IT,Hotel
"""Registro 1943""",1005284,2,M,<NA>,0,NL,Hotel
"""Registro 1944""",1013117,8,M,43,1,PE,Hotel
"""Registro 1945""",1007863,4,F,<NA>,1,IT,AirBnB
"""Registro 1946""",1012767,6,M,31,0,COL,Hotel
"""Registro 1947""",1006894,2,F,<NA>,0,<NA>,Hotel
"""Registro 1948""",1009776,3,F,36,0,COL,AirBnB
"""Registro 1949""",1011983,3,M,37,1,<NA>,Hotel
"""Registro 1950""",1007617,5,M,38,1,UK,AirBnB
"""Registro 1951""",1012430,3,M,23,1,ES,Hotel
"""Registro 1952""",1010928,2,M,35,<NA>,IT,Hotel
"""Registro 1953""",1012836,7,M,46,0,IT,Hotel
"""Registro 1954""",1011760,3,F,35,1,US,AirBnB
"""Registro 1955""",1012292,3,M,38,<NA>,AR,AirBnB
"""Registro 1956""",1003166,4,F,<NA>,1,UK,AirBnB
"""Registro 1957""",1010218,2,M,41,1,ES,Hotel
"""Registro 1958""",1001809,3,F,45,1,UK,AirBnB
"""Registro 1959""",1000881,4,M,52,0,ES,Hotel
"""Registro 1960""",1008330,6,M,49,0,NL,AirBnB
"""Registro 1961""",1008550,1,M,32,0,IT,Hotel
"""Registro 1962""",1008232,3,F,42,0,PE,AirBnB
"""Registro 1963""",1012151,2,M,44,1,COL,Hotel
"""Registro 1964""",1008625,3,F,40,1,US,Hotel
"""Registro 1965""",1006986,4,M,<NA>,0,NL,AirBnB
"""Registro 1966""",1004278,2,M,39,1,US,Hotel
"""Registro 1967""",1003115,1,F,51,0,NL,Hotel
"""Registro 1968""",1012299,6,F,40,1,PE,Hotel
"""Registro 1969""",1014097,6,F,<NA>,1,US,Hotel
"""Registro 1970""",1012596,5,F,42,0,UK,Hotel
"""Registro 1971""",1003353,2,F,51,1,COL,AirBnB
"""Registro 1972""",1001686,5,M,37,0,US,Hotel
"""Registro 1973""",1001966,3,M,40,0,AR,Hotel
"""Registro 1974""",1000638,3,M,39,0,AR,Hotel
"""Registro 1975""",1001206,3,F,44,<NA>,<NA>,Hotel
"""Registro 1976""",1013960,5,M,41,1,IT,Hotel
"""Registro 1977""",1013020,5,M,44,0,US,AirBnB
"""Registro 1978""",1000395,6,F,32,1,US,Hotel
"""Registro 1979""",1000072,5,F,46,0,ES,AirBnB
"""Registro 1980""",1002476,4,F,33,1,ES,Hotel
"""Registro 1981""",1012212,2,M,46,1,PE,Hotel
"""Registro 1982""",1000147,6,F,41,0,IT,Hotel
"""Registro 1983""",1006574,3,F,<NA>,1,AR,Hotel
"""Registro 1984""",1001972,6,M,42,0,COL,AirBnB
"""Registro 1985""",1000999,3,F,38,1,IT,Hotel
"""Registro 1986""",1011554,3,M,39,1,US,AirBnB
"""Registro 1987""",1000065,3,F,35,1,IT,Hotel
"""Registro 1988""",1006138,8,F,31,0,COL,AirBnB
"""Registro 1989""",1000800,6,F,41,1,UK,AirBnB
"""Registro 1990""",1003180,1,M,39,1,COL,AirBnB
"""Registro 1991""",1001658,3,F,41,0,PE,Hotel
"""Registro 1992""",1013547,5,M,40,1,NL,AirBnB
"""Registro 1993""",1009062,5,F,32,0,ES,Hotel
"""Registro 1994""",1004501,3,F,36,0,ES,AirBnB
"""Registro 1995""",1001868,5,F,41,0,COL,Hotel
"""Registro 1996""",1002211,6,F,36,1,PE,Hotel
"""Registro 1997""",1013434,4,M,45,1,COL,Hotel
"""Registro 1998""",1005493,4,F,<NA>,0,ES,AirBnB
"""Registro 1999""",1010560,4,M,<NA>,0,NL,Hotel
"""Registro 2000""",1010421,3,M,<NA>,1,COL,Hotel
"""Registro 2001""",1007471,6,F,49,1,UK,AirBnB
"""Registro 2002""",1010496,6,M,39,0,COL,Hotel
"""Registro 2003""",1001559,5,M,<NA>,1,NL,AirBnB
"""Registro 2004""",1004207,7,F,<NA>,1,ES,Hotel
"""Registro 2005""",1009328,3,F,45,1,US,AirBnB
"""Registro 2006""",1012053,3,M,<NA>,1,PE,AirBnB
"""Registro 2007""",1004706,6,M,39,0,UK,Hotel
"""Registro 2008""",1012123,3,M,35,0,ES,Hotel
"""Registro 2009""",1012107,5,F,41,0,IT,Hotel
"""Registro 2010""",1000921,7,M,45,0,AR,AirBnB
"""Registro 2011""",1007146,6,M,40,0,IT,Hotel
"""Registro 2012""",1002379,3,F,39,0,US,AirBnB
"""Registro 2013""",1005232,4,F,35,0,COL,AirBnB
"""Registro 2014""",1001611,3,M,34,1,PE,Hotel
"""Registro 2015""",1013178,1,F,38,1,<NA>,Hotel
"""Registro 2016""",1009077,6,F,38,1,ES,Hotel
"""Registro 2017""",1006811,3,M,37,1,PE,Hotel
"""Registro 2018""",1013536,5,M,27,0,NL,Hotel
"""Registro 2019""",1005751,2,M,35,0,NL,Hotel
"""Registro 2020""",1013373,5,M,<NA>,1,PE,AirBnB
"""Registro 2021""",1010858,3,M,41,0,US,AirBnB
"""Registro 2022""",1010172,10,M,42,1,ES,Hotel
"""Registro 2023""",1001207,6,F,<NA>,0,<NA>,Hotel
"""Registro 2024""",1005175,4,M,47,1,US,Hotel
"""Registro 2025""",1009609,3,F,43,0,IT,AirBnB
"""Registro 2026""",1009651,5,F,36,0,ES,Hotel
"""Registro 2027""",1002438,1,F,44,1,PE,AirBnB
"""Registro 2028""",1001728,5,F,46,0,ES,Hotel
"""Registro 2029""",1007530,4,M,41,0,US,AirBnB
"""Registro 2030""",1006538,4,M,27,1,UK,AirBnB
"""Registro 2031""",1005799,4,F,45,1,NL,AirBnB
"""Registro 2032""",1011129,6,M,<NA>,0,ES,AirBnB
"""Registro 2033""",1004358,2,M,39,0,UK,Hotel
"""Registro 2034""",1003662,4,M,<NA>,1,US,Hotel
"""Registro 2035""",1011116,3,M,34,1,UK,AirBnB
"""Registro 2036""",1005934,3,M,43,0,COL,AirBnB
"""Registro 2037""",1000505,4,M,45,1,US,Hotel
"""Registro 2038""",1002248,2,F,38,1,PE,Hotel
"""Registro 2039""",1003196,3,M,<NA>,0,AR,Hotel
"""Registro 2040""",1008454,3,M,50,0,PE,AirBnB
"""Registro 2041""",1009583,5,F,45,0,ES,Hotel
"""Registro 2042""",1000228,4,M,40,0,COL,Hotel
"""Registro 2043""",1010024,4,F,47,0,<NA>,Hotel
"""Registro 2044""",1007180,6,F,32,0,NL,AirBnB
"""Registro 2045""",1010485,4,M,37,0,NL,Hotel
"""Registro 2046""",1004333,5,M,34,0,<NA>,Hotel
"""Registro 2047""",1010792,2,F,49,<NA>,UK,AirBnB
"""Registro 2048""",1003065,2,M,50,1,US,Hotel
"""Registro 2049""",1004354,6,M,46,0,ES,AirBnB
"""Registro 2050""",1000302,4,F,35,0,AR,Hotel
"""Registro 2051""",1006472,3,M,43,0,IT,Hotel
"""Registro 2052""",1003772,5,F,47,1,AR,AirBnB
"""Registro 2053""",1004518,2,F,36,0,ES,Hotel
"""Registro 2054""",1004245,8,M,40,0,AR,Hotel
"""Registro 2055""",1012605,7,F,45,1,NL,Hotel
"""Registro 2056""",1001486,3,M,48,<NA>,IT,Hotel
"""Registro 2057""",1000617,3,M,40,1,PE,AirBnB
"""Registro 2058""",1003140,3,F,39,0,PE,AirBnB
"""Registro 2059""",1013049,4,M,47,0,US,AirBnB
"""Registro 2060""",1007567,5,M,46,0,UK,AirBnB
"""Registro 2061""",1010031,5,F,37,0,<NA>,AirBnB
"""Registro 2062""",1004243,6,F,42,1,UK,AirBnB
"""Registro 2063""",1001890,4,F,36,1,PE,Hotel
"""Registro 2064""",1009076,2,M,39,1,US,AirBnB
"""Registro 2065""",1011904,4,F,40,0,US,AirBnB
"""Registro 2066""",1003741,2,M,35,1,US,Hotel
"""Registro 2067""",1005400,2,F,37,0,PE,AirBnB
"""Registro 2068""",1006628,3,M,<NA>,1,UK,Hotel
"""Registro 2069""",1011373,5,F,29,0,ES,AirBnB
"""Registro 2070""",1011707,4,M,<NA>,0,IT,Hotel
"""Registro 2071""",1011057,1,M,42,0,ES,AirBnB
"""Registro 2072""",1012777,1,M,34,1,US,AirBnB
"""Registro 2073""",1012105,3,F,43,0,US,Hotel
"""Registro 2074""",1009280,3,F,46,1,ES,AirBnB
"""Registro 2075""",1008657,10,F,40,1,IT,Hotel
"""Registro 2076""",1010488,6,M,<NA>,1,NL,Hotel
"""Registro 2077""",1001591,4,F,37,1,ES,Hotel
"""Registro 2078""",1012968,5,F,47,1,ES,AirBnB
"""Registro 2079""",1010399,7,M,34,1,ES,Hotel
"""Registro 2080""",1000886,4,F,46,0,<NA>,Hotel
"""Registro 2081""",1001264,5,F,46,0,AR,Hotel
"""Registro 2082""",1006835,4,F,39,1,UK,AirBnB
"""Registro 2083""",1000294,5,F,39,0,UK,AirBnB
"""Registro 2084""",1010626,3,M,37,0,IT,Hotel
"""Registro 2085""",1011549,1,F,40,1,UK,Hotel
"""Registro 2086""",1009911,3,F,44,1,IT,AirBnB
"""Registro 2087""",1001066,5,F,37,1,UK,Hotel
"""Registro 2088""",1008223,3,F,37,0,ES,AirBnB
"""Registro 2089""",1006656,3,F,46,1,PE,Hotel
"""Registro 2090""",1010029,2,M,47,1,PE,Hotel
"""Registro 2091""",1001371,5,F,42,1,IT,AirBnB
"""Registro 2092""",1011699,3,F,42,1,US,Hotel
"""Registro 2093""",1001566,6,F,35,1,PE,Hotel
"""Registro 2094""",1013046,5,M,36,1,PE,AirBnB
"""Registro 2095""",1005423,3,M,43,0,AR,AirBnB
"""Registro 2096""",1002392,10,M,38,0,AR,Hotel
"""Registro 2097""",1003102,3,F,<NA>,0,US,Hotel
"""Registro 2098""",1012132,6,F,36,0,COL,AirBnB
"""Registro 2099""",1005121,6,M,43,<NA>,COL,Hotel
"""Registro 2100""",1006747,5,M,48,0,UK,Hotel
"""Registro 2101""",1005281,3,M,46,0,AR,AirBnB
"""Registro 2102""",1011825,2,M,36,0,NL,Hotel
"""Registro 2103""",1007202,5,M,40,0,ES,Hotel
"""Registro 2104""",1000382,3,F,42,0,US,Hotel
"""Registro 2105""",1005145,5,M,42,1,COL,Hotel
"""Registro 2106""",1003545,2,F,42,0,AR,Hotel
"""Registro 2107""",1010379,1,M,37,0,UK,Hotel
"""Registro 2108""",1009800,5,M,<NA>,<NA>,US,Hotel
"""Registro 2109""",1006012,5,F,<NA>,0,<NA>,Hotel
"""Registro 2110""",1005446,3,M,52,1,IT,AirBnB
"""Registro 2111""",1001736,1,F,47,0,NL,Hotel
"""Registro 2112""",1011292,4,F,44,0,IT,Hotel
"""Registro 2113""",1010731,3,M,<NA>,0,NL,AirBnB
"""Registro 2114""",1009606,3,F,42,0,IT,Hotel
"""Registro 2115""",1002491,4,F,36,1,COL,Hotel
"""Registro 2116""",1010729,5,F,35,1,PE,Hotel
"""Registro 2117""",1005861,3,M,42,<NA>,PE,Hotel
"""Registro 2118""",1005277,3,M,38,1,ES,AirBnB
"""Registro 2119""",1009020,3,M,38,0,PE,Hotel
"""Registro 2120""",1002462,6,F,47,0,IT,Hotel
"""Registro 2121""",1010724,5,M,33,1,NL,AirBnB
"""Registro 2122""",1010115,3,M,34,0,AR,Hotel
"""Registro 2123""",1011304,1,M,39,1,AR,AirBnB
"""Registro 2124""",1014089,1,F,30,1,AR,Hotel
"""Registro 2125""",1001628,5,F,49,0,ES,Hotel
"""Registro 2126""",1012061,5,M,43,<NA>,PE,Hotel
"""Registro 2127""",1012894,6,F,37,<NA>,COL,AirBnB
"""Registro 2128""",1002330,4,M,40,1,NL,AirBnB
"""Registro 2129""",1001674,4,F,42,0,COL,Hotel
"""Registro 2130""",1004115,2,M,39,1,ES,AirBnB
"""Registro 2131""",1012939,5,M,41,1,<NA>,Hotel
"""Registro 2132""",1007233,3,F,32,0,AR,Hotel
"""Registro 2133""",1003362,5,M,49,0,UK,AirBnB
"""Registro 2134""",1006518,3,M,38,0,IT,Hotel
"""Registro 2135""",1009616,4,F,33,1,IT,Hotel
"""Registro 2136""",1007137,6,F,43,0,IT,Hotel
"""Registro 2137""",1004177,5,M,44,0,AR,AirBnB
"""Registro 2138""",1011770,3,F,41,0,NL,Hotel
"""Registro 2139""",1001717,4,M,47,1,COL,Hotel
"""Registro 2140""",1004820,4,M,39,0,UK,AirBnB
"""Registro 2141""",1008925,3,F,42,0,UK,Hotel
"""Registro 2142""",1003090,4,F,43,0,NL,Hotel
"""Registro 2143""",1009333,8,M,<NA>,1,PE,Hotel
"""Registro 2144""",1001784,2,M,45,0,<NA>,Hotel
"""Registro 2145""",1004273,2,M,37,0,ES,Hotel
"""Registro 2146""",1011501,2,F,43,0,ES,Hotel
"""Registro 2147""",1007122,5,F,44,0,AR,Hotel
"""Registro 2148""",1003255,4,M,45,1,PE,Hotel
"""Registro 2149""",1006552,4,M,47,1,UK,Hotel
"""Registro 2150""",1007086,5,M,38,0,ES,Hotel
"""Registro 2151""",1012270,4,F,45,0,US,Hotel
"""Registro 2152""",1002643,2,F,36,1,ES,Hotel
"""Registro 2153""",1013972,8,M,43,1,UK,Hotel
"""Registro 2154""",1013164,5,F,37,0,<NA>,Hotel
"""Registro 2155""",1001125,4,M,38,0,US,Hotel
"""Registro 2156""",1013362,5,F,45,1,NL,AirBnB
"""Registro 2157""",1002137,7,M,42,1,COL,Hotel
"""Registro 2158""",1003873,4,F,43,0,PE,Hotel
"""Registro 2159""",1010419,3,F,39,0,COL,AirBnB
"""Registro 2160""",1004249,6,M,38,1,PE,Hotel
"""Registro 2161""",1010098,4,M,41,1,NL,Hotel
"""Registro 2162""",1006828,3,M,42,0,COL,AirBnB
"""Registro 2163""",1007677,4,F,45,<NA>,<NA>,Hotel
"""Registro 2164""",1011764,5,F,44,1,PE,Hotel
"""Registro 2165""",1006629,6,F,44,0,UK,Hotel
"""Registro 2166""",1008384,4,F,47,1,COL,AirBnB
"""Registro 2167""",1000491,3,M,46,0,IT,Hotel
"""Registro 2168""",1013836,7,F,48,0,<NA>,AirBnB
"""Registro 2169""",1005332,3,M,42,0,<NA>,AirBnB
"""Registro 2170""",1006997,1,M,47,0,<NA>,AirBnB
"""Registro 2171""",1003618,3,M,40,0,ES,Hotel
"""Registro 2172""",1005171,2,M,44,0,NL,AirBnB
"""Registro 2173""",1009469,6,F,53,1,UK,Hotel
"""Registro 2174""",1003786,6,M,27,1,AR,AirBnB
"""Registro 2175""",1007357,7,M,<NA>,<NA>,NL,Hotel
"""Registro 2176""",1010891,3,M,33,1,IT,AirBnB
"""Registro 2177""",1000121,3,F,<NA>,1,ES,Hotel
"""Registro 2178""",1001762,2,M,40,1,COL,Hotel
"""Registro 2179""",1001497,2,F,44,0,ES,Hotel
"""Registro 2180""",1002963,6,M,32,1,IT,AirBnB
"""Registro 2181""",1004876,3,F,36,0,COL,AirBnB
"""Registro 2182""",1002353,5,F,47,0,COL,Hotel
"""Registro 2183""",1013006,3,F,38,0,AR,AirBnB
"""Registro 2184""",1013756,1,F,43,1,UK,AirBnB
"""Registro 2185""",1013136,3,M,39,1,US,Hotel
"""Registro 2186""",1013130,3,F,49,1,IT,AirBnB
"""Registro 2187""",1005530,4,M,30,0,IT,Hotel
"""Registro 2188""",1008864,4,F,44,0,PE,Hotel
"""Registro 2189""",1011458,4,M,<NA>,1,<NA>,AirBnB
"""Registro 2190""",1010769,4,M,43,<NA>,US,AirBnB
"""Registro 2191""",1002133,3,F,46,0,US,Hotel
"""Registro 2192""",1003688,6,M,36,1,ES,AirBnB
"""Registro 2193""",1011102,3,F,35,<NA>,NL,AirBnB
"""Registro 2194""",1001723,4,F,44,<NA>,NL,Hotel
"""Registro 2195""",1001257,2,F,45,0,COL,Hotel
"""Registro 2196""",1005022,9,F,42,0,NL,Hotel
"""Registro 2197""",1009443,4,F,37,0,AR,Hotel
"""Registro 2198""",1004962,5,M,<NA>,1,PE,AirBnB
"""Registro 2199""",1009553,4,M,44,0,IT,AirBnB
"""Registro 2200""",1001355,4,F,35,1,PE,Hotel
"""Registro 2201""",1008720,4,F,40,0,COL,AirBnB
"""Registro 2202""",1009785,4,F,36,1,US,Hotel
"""Registro 2203""",1008614,5,M,46,0,AR,AirBnB
"""Registro 2204""",1013706,3,F,43,1,PE,AirBnB
"""Registro 2205""",1004292,1,F,<NA>,0,ES,AirBnB
"""Registro 2206""",1002450,4,M,34,0,IT,Hotel
"""Registro 2207""",1012143,2,M,<NA>,1,NL,AirBnB
"""Registro 2208""",1001907,6,F,47,0,ES,Hotel
"""Registro 2209""",1013471,5,M,39,0,US,Hotel
"""Registro 2210""",1008926,7,F,39,1,<NA>,Hotel
"""Registro 2211""",1001588,6,F,<NA>,0,AR,Hotel
"""Registro 2212""",1001114,4,M,41,1,ES,Hotel
"""Registro 2213""",1013667,2,F,41,1,US,Hotel
"""Registro 2214""",1002055,4,F,<NA>,0,IT,AirBnB
"""Registro 2215""",1003693,5,F,35,1,PE,Hotel
"""Registro 2216""",1004764,4,M,41,0,ES,AirBnB
"""Registro 2217""",1011105,4,F,38,<NA>,UK,Hotel
"""Registro 2218""",1013657,2,M,46,0,AR,AirBnB
"""Registro 2219""",1004680,3,F,39,0,UK,AirBnB
"""Registro 2220""",1013415,3,M,<NA>,0,PE,Hotel
"""Registro 2221""",1001382,2,F,38,1,IT,Hotel
"""Registro 2222""",1002925,3,M,<NA>,0,IT,Hotel
"""Registro 2223""",1008079,12,M,39,1,<NA>,AirBnB
"""Registro 2224""",1008945,5,F,33,0,COL,AirBnB
"""Registro 2225""",1004415,3,M,38,1,US,AirBnB
"""Registro 2226""",1006501,5,F,37,1,PE,Hotel
"""Registro 2227""",1011043,2,M,37,<NA>,PE,Hotel
"""Registro 2228""",1009405,3,M,46,0,COL,AirBnB
"""Registro 2229""",1006735,3,M,44,1,NL,Hotel
"""Registro 2230""",1002308,5,F,36,1,ES,Hotel
"""Registro 2231""",1006455,3,M,40,1,IT,AirBnB
"""Registro 2232""",1008981,2,F,39,0,<NA>,AirBnB
"""Registro 2233""",1012662,3,F,35,1,ES,Hotel
"""Registro 2234""",1002637,5,M,31,0,<NA>,Hotel
"""Registro 2235""",1009052,3,F,32,1,UK,Hotel
"""Registro 2236""",1001427,3,M,45,1,<NA>,Hotel
"""Registro 2237""",1003067,2,F,39,0,UK,AirBnB
"""Registro 2238""",1005757,4,F,36,0,NL,AirBnB
"""Registro 2239""",1011278,5,F,43,1,NL,AirBnB
"""Registro 2240""",1002125,5,M,36,1,UK,AirBnB
"""Registro 2241""",1000728,3,F,46,1,PE,Hotel
"""Registro 2242""",1007803,1,F,39,1,PE,Hotel
"""Registro 2243""",1006416,2,M,44,1,COL,Hotel
"""Registro 2244""",1005424,6,F,43,0,ES,Hotel
"""Registro 2245""",1006849,3,F,42,0,IT,Hotel
"""Registro 2246""",1013328,2,M,38,1,IT,AirBnB
"""Registro 2247""",1007361,6,M,45,1,AR,Hotel
"""Registro 2248""",1011364,3,M,43,<NA>,NL,Hotel
"""Registro 2249""",1009104,5,F,33,0,<NA>,Hotel
"""Registro 2250""",1000650,3,F,37,1,PE,Hotel
"""Registro 2251""",1009797,4,F,36,1,AR,AirBnB
"""Registro 2252""",1008688,5,F,39,0,AR,AirBnB
"""Registro 2253""",1009598,4,M,<NA>,1,IT,Hotel
"""Registro 2254""",1008309,2,F,43,1,US,Hotel
"""Registro 2255""",1010926,2,M,43,0,IT,AirBnB
"""Registro 2256""",1000021,4,M,43,1,ES,Hotel
"""Registro 2257""",1000390,8,M,<NA>,<NA>,NL,Hotel
"""Registro 2258""",1001904,5,F,44,1,NL,AirBnB
"""Registro 2259""",1010069,2,M,41,0,NL,AirBnB
"""Registro 2260""",1006343,3,F,39,1,IT,Hotel
"""Registro 2261""",1004487,3,F,39,0,ES,AirBnB
"""Registro 2262""",1007492,4,F,<NA>,1,PE,Hotel
"""Registro 2263""",1008827,6,M,46,1,IT,Hotel
"""Registro 2264""",1008675,3,M,42,<NA>,<NA>,Hotel
"""Registro 2265""",1005578,2,F,44,1,PE,AirBnB
"""Registro 2266""",1004548,4,M,36,1,PE,AirBnB
"""Registro 2267""",1003646,5,F,42,0,UK,AirBnB
"""Registro 2268""",1010495,4,M,32,1,AR,Hotel
"""Registro 2269""",1010982,3,F,<NA>,0,AR,Hotel
"""Registro 2270""",1013802,1,M,43,1,NL,Hotel
"""Registro 2271""",1003325,6,F,46,1,US,AirBnB
"""Registro 2272""",1001928,7,F,40,1,NL,Hotel
"""Registro 2273""",1005129,5,M,<NA>,0,ES,AirBnB
"""Registro 2274""",1008588,5,M,46,<NA>,IT,Hotel
"""Registro 2275""",1003195,2,M,52,1,IT,Hotel
"""Registro 2276""",1008439,4,M,39,1,<NA>,AirBnB
"""Registro 2277""",1006651,5,M,42,1,UK,Hotel
"""Registro 2278""",1005001,4,M,45,0,UK,AirBnB
"""Registro 2279""",1005105,2,F,<NA>,<NA>,IT,Hotel
"""Registro 2280""",1009314,3,M,44,0,COL,Hotel
"""Registro 2281""",1011251,2,M,37,1,PE,AirBnB
"""Registro 2282""",1010378,3,F,38,0,<NA>,AirBnB
"""Registro 2283""",1000113,2,F,46,0,PE,Hotel
"""Registro 2284""",1007001,5,M,34,0,PE,AirBnB
"""Registro 2285""",1006578,8,F,53,0,IT,Hotel
"""Registro 2286""",1010618,5,M,42,1,IT,Hotel
"""Registro 2287""",1002311,8,M,42,1,NL,Hotel
"""Registro 2288""",1004317,6,F,42,0,NL,Hotel
"""Registro 2289""",1011863,2,M,40,0,PE,AirBnB
"""Registro 2290""",1008937,3,F,38,1,UK,Hotel
"""Registro 2291""",1000120,5,F,36,1,COL,Hotel
"""Registro 2292""",1009705,6,F,42,0,PE,Hotel
"""Registro 2293""",1010784,7,M,37,1,US,AirBnB
"""Registro 2294""",1008954,6,M,33,1,IT,AirBnB
"""Registro 2295""",1000692,5,F,45,1,IT,Hotel
"""Registro 2296""",1005700,3,F,46,0,UK,AirBnB
"""Registro 2297""",1008946,6,M,37,0,US,Hotel
"""Registro 2298""",1013628,4,M,34,0,US,Hotel
"""Registro 2299""",1005618,10,M,35,1,US,Hotel
"""Registro 2300""",1002094,3,F,41,1,IT,AirBnB
"""Registro 2301""",1013115,3,F,<NA>,0,IT,Hotel
"""Registro 2302""",1004405,4,F,39,0,IT,AirBnB
"""Registro 2303""",1002017,6,M,42,1,UK,Hotel
"""Registro 2304""",1008479,3,M,43,<NA>,COL,Hotel
"""Registro 2305""",1003187,3,F,49,1,AR,AirBnB
"""Registro 2306""",1006918,7,F,43,0,IT,Hotel
"""Registro 2307""",1001136,4,M,<NA>,1,UK,Hotel
"""Registro 2308""",1013298,6,M,<NA>,<NA>,IT,Hotel
"""Registro 2309""",1001272,3,F,<NA>,0,COL,Hotel
"""Registro 2310""",1000149,5,F,43,1,NL,AirBnB
"""Registro 2311""",1006637,1,F,40,1,PE,Hotel
"""Registro 2312""",1007092,4,F,42,0,IT,Hotel
"""Registro 2313""",1002242,6,F,42,0,COL,Hotel
"""Registro 2314""",1009989,3,M,40,1,AR,Hotel
"""Registro 2315""",1001601,2,M,36,1,NL,AirBnB
"""Registro 2316""",1011118,1,F,43,0,AR,Hotel
"""Registro 2317""",1001993,5,M,43,1,PE,Hotel
